budget,popularity,revenue,runtime,tagline,title,vote_average,vote_count
40000000,7.021871,0,106,He turned his back on civilization. Only to discover he had the power to save it.,Medicine Man,5.8,114
40000000,39.381913,41797066,94,The Last Place On Earth We Want To Be Is In The Middle,Aliens vs Predator: Requiem,4.9,740
40000000,14.398356,0,95,An adventure so big... even the world's richest kid can't afford to miss it!,Ri¢hie Ri¢h,5.4,415
65000000,8.680334,0,103,He fell in love for the first time. She fell in love forever.,Autumn in New York,5.7,135
40000000,17.659032,145896422,96,Share the music with someone you love.,Music and Lyrics,6.2,554
40000000,43.151268,97552050,104,Who's up for a close encounter?,Paul,6.5,1789
40000000,15.283444,41863726,95,Get ready for one mother of a road trip,The Guilt Trip,5.4,284
40000000,35.21926,97138686,111,New Decade. New Rules.,Scream 4,6.1,902
40000000,25.580272,96618699,123,You can't prepare for where the truth will take you.,8MM,6.1,474
38000000,10.794175,34416893,140,"The Ultimate Story of Sex, Drugs & Rock 'N' Roll",The Doors,6.7,275
40000000,72.641296,126069509,97,A movie about a movie they don't want you to see.,Sex Tape,5.3,1695
40000000,3.415534,36037909,94,Every family has a few hang-ups.,Hanging Up,5,40
47000000,38.555482,157887643,92,We all share a common destination.,Final Destination 5,5.9,866
0,6.786117,0,102,A romantic comedy you can't refuse,Mickey Blue Eyes,5.3,140
40000000,24.313684,55707411,122,"When someone does you a big favor, don't pay it back... Pay It Forward",Pay It Forward,7,432
30000000,9.965073,50451307,103,A Comedy About The Game of Love.,Fever Pitch,5.9,182
40000000,15.055732,0,102,You get what you pay for,Drillbit Taylor,5.5,275
0,32.808675,0,116,Bring protection.,A Million Ways to Die in the West,5.8,1468
25000000,8.178203,48063435,108,The Shadow Knows!,The Shadow,5.4,138
40000000,31.066874,55247881,129,"This is not a story about September 11th, it's a story about every day after.",Extremely Loud & Incredibly Close,6.9,708
40000000,22.491388,58785180,102,Breakfast TV just got interesting.,Morning Glory,6.1,412
40000000,12.885985,46442528,117,If You Think You Know the Story...You Don't Know the Man.,Get Rich or Die Tryin',6.3,186
40000000,7.832337,30199105,117,Who is your foe?,The Art of War,5.6,135
40000000,10.433667,31670620,135,No day but today.,Rent,6.7,155
40000000,3.321949,0,107,Mankind's last hope just turned six.,Bless the Child,4.9,71
75000000,4.842626,29000000,90,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",The Out-of-Towners,5,45
40000000,13.210898,49627779,96,The gates of hell are unlocked.,The Island of Dr. Moreau,4.6,147
40000000,3.296933,27053815,104,As you've never seen it before.,The Musketeer,5.2,56
35000000,22.939557,0,115,Two sisters divided for the love of a king.,The Other Boleyn Girl,6.4,477
40000000,19.372805,65754228,119,She Just Needed A Month To Change His Life For Ever.,Sweet November,6.4,278
40000000,13.445697,62771059,99,What Hath God Wrought?,The Reaping,5.4,205
500000,17.002096,3000000,110,You don't make up for your sins in church. You do it in the streets...,Mean Streets,7.2,345
40000000,4.516953,24332324,128,"One Man's Mission To Teach The Few, The Proud... The Impossible!",Renaissance Man,5.9,81
40000000,33.785969,60965854,108,Revenge is beautiful.,Colombiana,6.5,824
40000000,16.059443,38172500,86,An evil knight gives nobility a bad name.,Quest for Camelot,6.9,190
40000000,3.476966,22433915,108,When you're searching for a killer... the last suspect you want to see is your son.,City By The Sea,5.7,92
0,5.778724,0,128,Science gave him sight. She gave him vision.,At First Sight,5.9,48
40000000,7.360793,46546197,84,Circuit of Fire,Torque,4.7,119
0,3.621837,0,111,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,City Hall,6,67
45000000,14.513305,20350754,128,Beyond your wildest dreams. Beyond your wildest fantasies.,Showgirls,4.9,256
40000000,22.364549,60474340,123,Rumor. Scandal. Fame. Revolution.,Marie Antoinette,6.5,642
40000000,6.90894,0,101,,Kiss of Death,5.7,81
63600000,4.494788,19412993,102,The Truth Hurts,Get Carter,4.8,145
42000000,47.559928,180274123,113,Nothing is more powerful than the human spirit.,The Impossible,7,2025
55000000,2.410546,14375181,107,,Ishtar,4.2,28
40000000,41.258956,46471023,87,Dig the life fantastic!,Fantastic Mr. Fox,7.5,1176
40000000,8.980846,16872671,103,,Life or Something Like It,5.7,124
40000000,7.222985,14358033,99,An adventure like you've never seen.,Memoirs of an Invisible Man,5.7,125
10000000,73.720244,173921954,122,One person can change your life forever.,Amélie,7.8,3310
0,10.0403,0,91,,New York Minute,5.5,185
60000000,15.219263,13395939,103,Meet a man who never met a woman he didn't love.,Alfie,5.6,248
40000000,8.303696,24719215,107,A family of whales trapped beneath the ice. One unforgettable rescue.,Big Miracle,6.6,152
38000000,4.746085,28121100,106,The search for her son was over. The search for her family was just beginning.,The Deep End of the Ocean,5.9,54
40000000,6.756886,18902015,101,The last site you'll ever see.,FearDotCom,3.2,105
40000000,16.424807,28169671,109,Meet Darren. He's sixteen going on immortal.,Cirque du Freak: The Vampire's Assistant,5.5,348
40000000,15.590001,19322135,89,,Duplex,5.9,482
0,5.483671,0,103,,Soul Men,6.3,47
0,1.630541,0,115,They've found the Titanic. There's just one thing left to do...,Raise the Titanic,5.2,21
45000000,14.566664,10667893,82,Prepare to become obsolete,Universal Soldier: The Return,4.2,135
33000000,28.353517,20645327,108,Don't fear the end of the world. Fear what happens next.,Pandorum,6.5,774
40000000,9.579975,0,102,"In the Future, not everyone is who they seem to be.",Impostor,6.1,135
40000000,2.911819,10959475,93,Fear is a trigger,Extreme Ops,5,28
0,10.844882,0,88,"They're not just from another time, they're from France.",Just Visiting,4.8,171
50000000,51.502884,32017803,107,"If the sun dies, so do we.",Sunshine,7,1182
40000000,13.119133,22044277,91,He only has 1000 words left to discover what matters the most.,A Thousand Words,6,373
40000000,4.238482,0,94,,Delgo,5.4,15
40000000,26.935458,13644292,115,Armed With the Truth.,The Gunman,5.5,392
40000000,16.282962,23937870,93,Rule the school. Save the world.,Stormbreaker,5.1,213
20000000,31.690456,117760134,105,"The quieter the street, the darker the secrets....",Disturbia,6.6,1006
20000000,17.842246,7563728,107,"There is no right or wrong, only fun and boring",Hackers,6.2,398
0,8.048305,0,101,How can they find the world's most wanted war criminal when the C.I.A. can't? [by actually looking],The Hunting Party,6.6,96
30000000,14.188982,0,111,They took him for a fall guy... but he threw them for a hoop.,The Hudsucker Proxy,7.1,275
40000000,6.884467,0,126,,The Warlords,6.3,83
25000000,8.212018,0,112,Courage know no limit,Nomad: The Warrior,4.3,17
39200000,64.238688,86758912,126,"AD 2031, the passengers in the train are the only survivors on Earth.",Snowpiercer,6.7,2854
25000000,17.375562,0,90,,A Monster in Paris,6.5,313
0,6.7698,0,90,,The Last Shot,5.9,15
15000000,44.690107,94000000,102,Real love is forever.,The Crow,7.3,953
40000000,16.254032,100000000,159,,Baahubali: The Beginning,7.5,135
39000000,37.492928,101229792,107,,The Time Traveler's Wife,6.7,798
0,18.678415,69485490,102,"She's just your normal, overprotective, overbearing, over-the-top mother.",Because I Said So,5.8,191
39000000,27.908783,35287788,87,The electrifying dog is back from beyond the grave,Frankenweenie,6.6,932
39000000,45.388937,38869464,119,Can't stop the signal.,Serenity,7.4,1264
39000000,2.817364,6614280,106,,Against the Ropes,4.5,32
39000000,22.164202,75850624,125,If the world's most powerful computer can control even Superman...no one on earth is safe.,Superman III,5.3,490
40000000,21.362949,44907260,113,DeNiro vs Stallone,Grudge Match,6,433
80341000,14.8375,127814609,150,The future will be decided.,Red Cliff,7.1,205
30000000,18.256028,180622424,108,Sometimes What You're Looking For Is Right Where You Left It.,Sweet Home Alabama,6,394
38000000,22.332927,205298907,96,The battle of the sexes is on.,The Ugly Truth,6.4,972
0,5.417787,0,90,All he ever wanted was an honest week's pay for an honest day's work.,Sgt. Bilko,5.5,94
38000000,24.085144,119723358,100,Little Spies. Big Attitudes,Spy Kids 2: The Island of Lost Dreams,5.3,521
38000000,14.779041,120000000,118,Boldly go.,Star Trek: Generations,6.4,452
3860000,19.947265,64076736,130,"In Martial Arts there is no right or wrong, only the last man standing.",The Grandmaster,6.3,273
38000000,16.801218,114156230,120,Life is the most spectacular show on earth.,Water for Elephants,6.7,850
40000000,5.057695,0,88,,Dragon Nest: Warriors' Dawn,6.8,19
50000000,20.825781,73956241,146,His greatest fight was for justice.,The Hurricane,7.2,396
38000000,11.500783,51801187,114,Everyone has a limit.,Enough,6.2,264
35000000,13.932203,0,123,Caution: Dangerous Curves Ahead,Heartbreakers,5.7,254
38000000,41.258487,107597242,94,Vegas has a new high roller.,Paul Blart: Mall Cop 2,5,567
53000000,6.454634,29700000,102,"The deeper you look, the more you will find.",Angel Eyes,5.6,88
38000000,5.257009,0,99,Someone just picked on the wrong nobody.,Joe Somebody,5.5,40
38000000,30.359164,58401898,133,Every book has a life of its own.,The Ninth Gate,6.3,756
38000000,3.426555,17380126,118,Not all surgery is intended to cure.,Extreme Measures,5.7,80
57000000,11.60815,16991902,105,The story of a wanna be who got to be.,Rock Star,6,190
10000000,18.664624,47536959,110,Life is hard. Life is short. Life is painful. Life is rich. Life is....Precious.,Precious,6.9,417
38000000,10.047579,10300000,129,,White Squall,6.3,86
15000000,52.731379,19629760,109,Man is The Warmest Place to Hide.,The Thing,7.8,1588
38000000,46.630062,98337295,119,Survival Is His Revenge,Riddick,6.2,2035
37000000,4.131546,6482195,118,The hunter becomes the hunted.,Switchback,5.8,52
0,5.641978,0,110,,Texas Rangers,5.4,19
55000000,23.465539,17869048,90,Escape is the only option,City of Ember,6.2,605
32000000,25.682509,28258060,137,Every Man Needs a Guide,The Master,7,701
38000000,6.760922,5410749,93,Anything Can Happen When You're In ... Virgin Territory,Virgin Territory,4.3,75
40000000,3.87823,9793496,130,He changed our country... one yard at a time.,The Express,7.1,71
38000000,57.889964,109906372,112,Protect Your Own,The 5th Wave,5.6,1945
37000000,57.773583,173567581,133,Your legacy is more than a name,Creed,7.3,1915
37000000,24.218358,154026136,125,Welcome to the bank robbery capital of America.,The Town,7,1468
40000000,27.009723,79700000,110,It's too late to pull out now.,What to Expect When You're Expecting,5.8,594
37000000,31.941347,163720069,96,Intelligence is relative.,Burn After Reading,6.5,1222
37000000,14.353279,100076342,96,Your adventure starts here.,Nim's Island,5.6,330
38000000,33.003828,90247624,123,Everyone's driven by something.,Rush,7.7,2277
37000000,30.993736,48451803,188,"Things fall down. People look up. And when it rains, it pours.",Magnolia,7.5,825
30000000,25.825771,55583804,107,Rock out with your Glock out,Cop Out,5.3,511
38000000,46.078371,112343513,110,Welcome to the party,How to Be Single,5.9,1201
37000000,6.63839,95404397,113,Inspired by the amazing true story of Winter.,Dolphin Tale,6.7,163
37000000,127.084938,392616625,122,"When you can live forever, what do you live for?",Twilight,5.8,3561
36000000,27.465433,102244770,116,Give a father no options and you leave him no choice.,John Q,7,594
65000000,16.865782,117758500,93,He's A Cop That's Not.,Blue Streak,6.1,352
37000000,100.348805,269994119,110,#NAME?,We're the Millers,6.8,2972
36500000,2.785832,21834845,115,,The Inhabited Island,5.3,23
36000000,9.176339,50159144,95,It could happen to you.,Breakdown,6.6,198
36000000,23.380757,160000000,134,Sean Connery is James Bond 007,Never Say Never Again,5.8,338
36000000,33.926473,64572262,101,Kick some past,Hot Tub Time Machine,6,894
36000000,6.967857,52424533,107,WINTER's amazing true story... now has HOPE.,Dolphin Tale 2,6.7,96
42000000,11.470135,32168970,124,The trap is set. The game is on.,Reindeer Games,5.4,173
36000000,19.854932,44350926,109,Love changes a man. Revenge tears him apart.,A Man Apart,5.8,258
37000000,29.652536,26250020,105,Sometimes you have to say goodbye before you can say hello.,Aloha,5.2,692
0,8.102925,0,130,From the director of A FEW GOOD MEN comes a compelling TRUE STORY.,Ghosts of Mississippi,6.2,40
0,2.79483,0,127,From the director of 'Shine',Snow Falling on Cedars,6.3,32
37000000,11.492474,96047633,114,You can only defeat it when you believe.,The Rite,5.8,556
36000000,70.398356,12532777,106,There is no gene for the human spirit.,Gattaca,7.5,1808
36000000,1.068453,3003296,95,Talent Isn't Everything...,Isn't She Great,4.6,14
37000000,6.293217,63800345,81,"Houston, we have a problem!",Space Chimps,5.2,99
0,3.457194,0,95,,Head of State,5.3,71
35000000,82.21166,459270619,100,Some guys just can't handle Vegas.,The Hangover,7.2,6173
36000000,19.167377,156844753,105,,Ip Man 3,6.5,379
33000000,18.316151,310940086,95,"I'm back, baby!",Austin Powers: The Spy Who Shagged Me,6.2,1011
35000000,44.104469,411348924,126,Have you ever danced with the devil in the pale moonlight?,Batman,7,2096
0,6.668679,0,112,,There Be Dragons,5.9,27
35000000,36.172182,321731527,118,The magic is back again!,Lethal Weapon 3,6.4,811
29000000,25.767395,309208309,129,Based on the extraordinary true story,The Blind Side,7.2,1597
35000000,21.543389,147934180,88,Real spies...only smaller,Spy Kids,5.5,867
35000000,50.309843,117000000,98,Ever wish your boss was dead?,Horrible Bosses,6.5,2277
38000000,49.292384,252276927,110,Punishment Comes One Way or Another.,True Grit,7.2,1668
35000000,83.893257,326551094,109,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,The Devil Wears Prada,7,3088
35000000,24.616634,139000000,132,The human adventure is just beginning.,Star Trek: The Motion Picture,6.2,530
35000000,34.005726,173965010,111,She's having the time of his life,Identity Thief,5.6,1645
35000000,27.714043,182300000,128,There is nothing in the dark that isn't there in the light. Except fear.,Cape Fear,7,675
